iter	PRAUC	Logloss
0	0.9977480148	0.5866086449
1	0.9993943065	0.5050832932
2	0.9998780934	0.4204761393
3	0.9998780934	0.3684080408
4	0.9998780934	0.3139245621
5	1	0.2697187448
6	1	0.2310677253
7	1	0.1961741306
8	1	0.1702122848
9	1	0.1475273709
10	1	0.1293208638
11	1	0.1238123959
12	1	0.1188869319
13	1	0.106309633
14	1	0.09627961525
15	1	0.08618926829
16	1	0.0825140712
17	1	0.07412274612
18	1	0.0667573148
19	1	0.06076105734
20	1	0.05866133675
21	1	0.05400860328
22	1	0.04916648078
23	1	0.04567407984
24	1	0.04414652759
25	1	0.04066735001
26	1	0.0373973373
27	1	0.03511165834
28	1	0.03502147529
29	1	0.03303849789
30	1	0.03133155881
31	1	0.0308829887
32	1	0.02920096376
33	1	0.02747977387
34	1	0.02695456413
35	1	0.02628145519
36	1	0.0248625664
37	1	0.02421759967
38	1	0.02309669801
39	1	0.0219357684
40	1	0.02148207964
41	1	0.02084669588
42	1	0.02056576676
43	1	0.01959145653
44	1	0.01870429171
45	1	0.01797508494
46	1	0.01716035777
47	1	0.01693566225
48	1	0.01621026292
49	1	0.01602120767
50	1	0.0152721308
51	1	0.01477180072
52	1	0.01436542511
53	1	0.01408322165
54	1	0.0134266658
55	1	0.0129899277
56	1	0.01258385553
57	1	0.01226487099
58	1	0.01223367647
59	1	0.01179846332
60	1	0.01148237506
61	1	0.01132879679
62	1	0.01118857125
63	1	0.01093254934
64	1	0.01043921507
65	1	0.0101211335
66	1	0.009751871063
67	1	0.009540566964
68	1	0.009514283
69	1	0.009454464231
70	1	0.009216641179
71	1	0.009018481036
72	1	0.008779728695
73	1	0.008727417489
74	1	0.008420813843
75	1	0.008350044297
76	1	0.008139153879
77	1	0.007852419984
78	1	0.007635249705
79	1	0.007546832934
80	1	0.007342088324
81	1	0.007251678945
82	1	0.007040298457
83	1	0.006911767657
84	1	0.00677290276
85	1	0.006681552409
86	1	0.006613073191
87	1	0.0065043931
88	1	0.006432010685
89	1	0.006330902082
90	1	0.006154328302
91	1	0.006033352166
92	1	0.005930318505
93	1	0.005751918141
94	1	0.00560754279
95	1	0.005507910458
96	1	0.005372077051
97	1	0.00525821862
98	1	0.005135708924
99	1	0.005061175784
100	1	0.004944766654
101	1	0.004911979108
102	1	0.004815336677
103	1	0.00475089035
104	1	0.004671935948
105	1	0.004577870831
106	1	0.004471092606
107	1	0.004377522831
108	1	0.004287839136
109	1	0.004219501252
110	1	0.004137989327
111	1	0.004068137006
112	1	0.003986969304
113	1	0.003912257725
114	1	0.003829196073
115	1	0.003783091175
116	1	0.0037091323
117	1	0.003614647757
118	1	0.0035672786
119	1	0.003519129511
120	1	0.003442273577
121	1	0.0033864683
122	1	0.003318958657
123	1	0.003265230767
124	1	0.003211952495
125	1	0.00317157515
126	1	0.003130467617
127	1	0.003080464592
128	1	0.003031805929
129	1	0.002988816377
130	1	0.002940339797
131	1	0.002899706519
132	1	0.002860420163
133	1	0.00283170501
134	1	0.002793692528
135	1	0.002755109265
136	1	0.002718350468
137	1	0.002686223229
138	1	0.002649284097
139	1	0.002616694075
140	1	0.002597262712
141	1	0.002567169661
142	1	0.002532663076
143	1	0.002502697849
144	1	0.002473031397
145	1	0.002445156496
146	1	0.002416797127
147	1	0.00238985797
148	1	0.002371080807
149	1	0.002345758776
150	1	0.002319488911
151	1	0.002293223566
152	1	0.002267490021
153	1	0.00224464423
154	1	0.00222014275
155	1	0.002196206116
156	1	0.002173536185
157	1	0.002151776407
158	1	0.002129365594
159	1	0.002108167934
160	1	0.002086700624
161	1	0.002065635751
162	1	0.002045372785
163	1	0.002025094344
164	1	0.002004887603
165	1	0.001985953214
166	1	0.001966913358
167	1	0.00194834404
168	1	0.00193051899
169	1	0.001913037552
170	1	0.001894806168
171	1	0.001876818523
172	1	0.001860342879
173	1	0.001844890054
174	1	0.001829621671
175	1	0.00181363371
176	1	0.001797883836
177	1	0.001783391231
178	1	0.00176852141
179	1	0.001753912115
180	1	0.001739524329
181	1	0.001725118395
182	1	0.001710932175
183	1	0.001697275065
184	1	0.001683810329
185	1	0.001671286773
186	1	0.001657951235
187	1	0.001645174469
188	1	0.001632591051
189	1	0.001620639038
190	1	0.001608148048
191	1	0.001596096898
192	1	0.001584233469
193	1	0.00157231371
194	1	0.001560580317
195	1	0.001549029681
196	1	0.001537928001
197	1	0.001526946693
198	1	0.001515902081
199	1	0.001505267975
200	1	0.001494544831
201	1	0.001484218229
202	1	0.001474013581
203	1	0.001463944165
204	1	0.001454052417
205	1	0.00144402755
206	1	0.001434403681
207	1	0.001424628377
208	1	0.001415250325
209	1	0.001405990879
210	1	0.001396631661
211	1	0.001387412938
212	1	0.001378343272
213	1	0.001369382073
214	1	0.001360541558
215	1	0.001351816548
216	1	0.00134323563
217	1	0.001334902371
218	1	0.001326524571
219	1	0.001318235932
220	1	0.001310066019
221	1	0.001302018215
222	1	0.001294039387
223	1	0.001286186358
224	1	0.00127841806
225	1	0.001270876879
226	1	0.00126330375
227	1	0.001255815828
228	1	0.001248144311
229	1	0.001240839364
230	1	0.001233624301
231	1	0.001226497426
232	1	0.001219465751
233	1	0.001212522867
234	1	0.001205662836
235	1	0.001198871845
236	1	0.001192121923
237	1	0.001185485716
238	1	0.001178927094
239	1	0.001172168213
240	1	0.001165759455
241	1	0.001159380216
242	1	0.001153120685
243	1	0.001146659294
244	1	0.001140532133
245	1	0.001134473709
246	1	0.001128493161
247	1	0.001122568474
248	1	0.001116709056
249	1	0.001112441082
250	1	0.001106692364
251	1	0.001103949961
252	1	0.001098291318
253	1	0.001094169939
254	1	0.001094169939
255	1	0.001094169939
256	1	0.001094169939
257	1	0.001094169939
258	1	0.001094169939
259	1	0.001094169939
260	1	0.001094169939
261	1	0.001094169939
262	1	0.001094169939
263	1	0.001094169939
264	1	0.001094169939
265	1	0.001094169939
266	1	0.001094169939
267	1	0.001094169939
268	1	0.001094169939
269	1	0.001094169939
270	1	0.001094169939
271	1	0.001094169939
272	1	0.001094169939
273	1	0.001094169939
274	1	0.001094169939
275	1	0.001094169939
276	1	0.001094169939
277	1	0.001094169939
278	1	0.001094169939
279	1	0.001094169939
280	1	0.001094169939
281	1	0.001094169939
282	1	0.001094169939
283	1	0.001094169939
284	1	0.001094169939
285	1	0.001094169939
286	1	0.001094169939
287	1	0.001094169939
288	1	0.001094169939
289	1	0.001094169939
290	1	0.001094169939
291	1	0.001094169939
292	1	0.001094169939
293	1	0.001094169939
294	1	0.001094169939
295	1	0.001094169939
296	1	0.001094169939
297	1	0.001094169939
298	1	0.001094169939
299	1	0.001094169939
300	1	0.001094169939
301	1	0.001094169939
302	1	0.001094169939
303	1	0.001094169939
304	1	0.001094169939
305	1	0.001094169939
306	1	0.001094169939
307	1	0.001094169939
308	1	0.001094169939
309	1	0.001094169939
310	1	0.001094169939
311	1	0.001094169939
312	1	0.001094169939
313	1	0.001094169939
314	1	0.001094169939
315	1	0.001094169939
316	1	0.001094169939
317	1	0.001094169939
318	1	0.001094169939
319	1	0.001094169939
320	1	0.001094169939
321	1	0.001094169939
322	1	0.001094169939
323	1	0.001094169939
324	1	0.001094169939
325	1	0.001094169939
326	1	0.001094169939
327	1	0.001094169939
328	1	0.001094169939
329	1	0.001094169939
330	1	0.001094169939
331	1	0.001094169939
332	1	0.001094169939
333	1	0.001094169939
334	1	0.001094169939
335	1	0.001094169939
336	1	0.001094169939
337	1	0.001094169939
338	1	0.001094169939
339	1	0.001094169939
340	1	0.001094169939
341	1	0.001094169939
342	1	0.001094169939
343	1	0.001094169939
344	1	0.001094169939
345	1	0.001094169939
346	1	0.001094169939
347	1	0.001094169939
348	1	0.001094169939
349	1	0.001094169939
350	1	0.001094169939
351	1	0.001094169939
352	1	0.001094169939
353	1	0.001094169939
354	1	0.001094169939
355	1	0.001094169939
356	1	0.001094169939
357	1	0.001094169939
358	1	0.001094169939
359	1	0.001094169939
360	1	0.001094169939
361	1	0.001094169939
362	1	0.001094169939
363	1	0.001094169939
364	1	0.001094169939
365	1	0.001094169939
366	1	0.001094169939
367	1	0.001094169939
368	1	0.001094169939
369	1	0.001094169939
370	1	0.001094169939
371	1	0.001094169939
372	1	0.001094169939
373	1	0.001094169939
374	1	0.001094169939
375	1	0.001094169939
376	1	0.001094169939
377	1	0.001094169939
378	1	0.001094169939
379	1	0.001094169939
380	1	0.001094169939
381	1	0.001094169939
382	1	0.001094169939
383	1	0.001094169939
384	1	0.001094169939
385	1	0.001094169939
386	1	0.001094169939
387	1	0.001094169939
388	1	0.001094169939
389	1	0.001094169939
390	1	0.001094169939
391	1	0.001094169939
392	1	0.001094169939
393	1	0.001094169939
394	1	0.001094169939
395	1	0.001094169939
396	1	0.001094169939
397	1	0.001094169939
398	1	0.001094169939
399	1	0.001094169939
400	1	0.001094169939
401	1	0.001094169939
402	1	0.001094169939
403	1	0.001094169939
404	1	0.001094169939
405	1	0.001094169939
406	1	0.001094169939
407	1	0.001094169939
408	1	0.001094169939
409	1	0.001094169939
410	1	0.001094169939
411	1	0.001094169939
412	1	0.001094169939
413	1	0.001094169939
414	1	0.001094169939
415	1	0.001094169939
416	1	0.001094169939
417	1	0.001094169939
418	1	0.001094169939
419	1	0.001094169939
420	1	0.001094169939
421	1	0.001094169939
422	1	0.001094169939
423	1	0.001094169939
424	1	0.001094169939
425	1	0.001094169939
426	1	0.001094169939
427	1	0.001094169939
428	1	0.001094169939
429	1	0.001094169939
430	1	0.001094169939
431	1	0.001094169939
432	1	0.001094169939
433	1	0.001094169939
434	1	0.001094169939
435	1	0.001094169939
436	1	0.001094169939
437	1	0.001094169939
438	1	0.001094169939
439	1	0.001094169939
440	1	0.001094169939
441	1	0.001094169939
442	1	0.001094169939
443	1	0.001094169939
444	1	0.001094169939
445	1	0.001094169939
446	1	0.001094169939
447	1	0.001094169939
448	1	0.001094169939
449	1	0.001094169939
450	1	0.001094169939
451	1	0.001094169939
452	1	0.001094169939
453	1	0.001094169939
454	1	0.001094169939
455	1	0.001094169939
456	1	0.001094169939
457	1	0.001094169939
458	1	0.001094169939
459	1	0.001094169939
460	1	0.001094169939
461	1	0.001094169939
462	1	0.001094169939
463	1	0.001094169939
464	1	0.001094169939
465	1	0.001094169939
466	1	0.001094169939
467	1	0.001094169939
468	1	0.001094169939
469	1	0.001094169939
470	1	0.001094169939
471	1	0.001094169939
472	1	0.001094169939
473	1	0.001094169939
474	1	0.001094169939
475	1	0.001094169939
476	1	0.001094169939
477	1	0.001094169939
478	1	0.001094169939
479	1	0.001094169939
480	1	0.001094169939
481	1	0.001094169939
482	1	0.001094169939
483	1	0.001094169939
484	1	0.001094169939
485	1	0.001094169939
486	1	0.001094169939
487	1	0.001094169939
488	1	0.001094169939
489	1	0.001094169939
490	1	0.001094169939
491	1	0.001094169939
492	1	0.001094169939
493	1	0.001094169939
494	1	0.001094169939
495	1	0.001094169939
496	1	0.001094169939
497	1	0.001094169939
498	1	0.001094169939
499	1	0.001094169939
500	1	0.001094169939
501	1	0.001094169939
502	1	0.001094169939
503	1	0.001094169939
504	1	0.001094169939
505	1	0.001094169939
506	1	0.001094169939
507	1	0.001094169939
508	1	0.001094169939
509	1	0.001094169939
510	1	0.001094169939
511	1	0.001094169939
512	1	0.001094169939
513	1	0.001094169939
514	1	0.001094169939
515	1	0.001094169939
516	1	0.001094169939
517	1	0.001094169939
518	1	0.001094169939
519	1	0.001094169939
520	1	0.001094169939
521	1	0.001094169939
522	1	0.001094169939
523	1	0.001094169939
524	1	0.001094169939
525	1	0.001094169939
526	1	0.001094169939
527	1	0.001094169939
528	1	0.001094169939
529	1	0.001094169939
530	1	0.001094169939
531	1	0.001094169939
532	1	0.001094169939
533	1	0.001094169939
534	1	0.001094169939
535	1	0.001094169939
536	1	0.001094169939
537	1	0.001094169939
538	1	0.001094169939
539	1	0.001094169939
540	1	0.001094169939
541	1	0.001094169939
542	1	0.001094169939
543	1	0.001094169939
544	1	0.001094169939
545	1	0.001094169939
546	1	0.001094169939
547	1	0.001094169939
548	1	0.001094169939
549	1	0.001094169939
550	1	0.001094169939
551	1	0.001094169939
552	1	0.001094169939
553	1	0.001094169939
554	1	0.001094169939
555	1	0.001094169939
556	1	0.001094169939
557	1	0.001094169939
558	1	0.001094169939
559	1	0.001094169939
560	1	0.001094169939
561	1	0.001094169939
562	1	0.001094169939
563	1	0.001094169939
564	1	0.001094169939
565	1	0.001094169939
566	1	0.001094169939
567	1	0.001094169939
568	1	0.001094169939
569	1	0.001094169939
570	1	0.001094169939
571	1	0.001094169939
572	1	0.001094169939
573	1	0.001094169939
574	1	0.001094169939
575	1	0.001094169939
576	1	0.001094169939
577	1	0.001094169939
578	1	0.001094169939
579	1	0.001094169939
580	1	0.001094169939
581	1	0.001094169939
582	1	0.001094169939
583	1	0.001094169939
584	1	0.001094169939
585	1	0.001094169939
586	1	0.001094169939
587	1	0.001094169939
588	1	0.001094169939
589	1	0.001094169939
590	1	0.001094169939
591	1	0.001094169939
592	1	0.001094169939
593	1	0.001094169939
594	1	0.001094169939
595	1	0.001094169939
596	1	0.001094169939
597	1	0.001094169939
598	1	0.001094169939
599	1	0.001094169939
600	1	0.001094169939
601	1	0.001094169939
602	1	0.001094169939
603	1	0.001094169939
604	1	0.001094169939
605	1	0.001094169939
606	1	0.001094169939
607	1	0.001094169939
608	1	0.001094169939
609	1	0.001094169939
610	1	0.001094169939
611	1	0.001094169939
612	1	0.001094169939
613	1	0.001094169939
614	1	0.001094169939
615	1	0.001094169939
616	1	0.001094169939
617	1	0.001094169939
618	1	0.001094169939
619	1	0.001094169939
620	1	0.001094169939
621	1	0.001094169939
622	1	0.001094169939
623	1	0.001094169939
624	1	0.001094169939
625	1	0.001094169939
626	1	0.001094169939
627	1	0.001094169939
628	1	0.001094169939
629	1	0.001094169939
630	1	0.001094169939
631	1	0.001094169939
632	1	0.001094169939
633	1	0.001094169939
634	1	0.001094169939
635	1	0.001094169939
636	1	0.001094169939
637	1	0.001094169939
638	1	0.001094169939
639	1	0.001094169939
640	1	0.001094169939
641	1	0.001094169939
642	1	0.001094169939
643	1	0.001094169939
644	1	0.001094169939
645	1	0.001094169939
646	1	0.001094169939
647	1	0.001094169939
648	1	0.001094169939
649	1	0.001094169939
650	1	0.001094169939
651	1	0.001094169939
652	1	0.001094169939
653	1	0.001094169939
654	1	0.001094169939
655	1	0.001094169939
656	1	0.001094169939
657	1	0.001094169939
658	1	0.001094169939
659	1	0.001094169939
660	1	0.001094169939
661	1	0.001094169939
662	1	0.001094169939
663	1	0.001094169939
664	1	0.001094169939
665	1	0.001094169939
666	1	0.001094169939
667	1	0.001094169939
668	1	0.001094169939
669	1	0.001094169939
670	1	0.001094169939
671	1	0.001094169939
672	1	0.001094169939
673	1	0.001094169939
674	1	0.001094169939
675	1	0.001094169939
676	1	0.001094169939
677	1	0.001094169939
678	1	0.001094169939
679	1	0.001094169939
680	1	0.001094169939
681	1	0.001094169939
682	1	0.001094169939
683	1	0.001094169939
684	1	0.001094169939
685	1	0.001094169939
686	1	0.001094169939
687	1	0.001094169939
688	1	0.001094169939
689	1	0.001094169939
690	1	0.001094169939
691	1	0.001094169939
692	1	0.001094169939
693	1	0.001094169939
694	1	0.001094169939
695	1	0.001094169939
696	1	0.001094169939
697	1	0.001094169939
698	1	0.001094169939
699	1	0.001094169939
700	1	0.001094169939
701	1	0.001094169939
702	1	0.001094169939
703	1	0.001094169939
704	1	0.001094169939
705	1	0.001094169939
706	1	0.001094169939
707	1	0.001094169939
708	1	0.001094169939
709	1	0.001094169939
710	1	0.001094169939
711	1	0.001094169939
712	1	0.001094169939
713	1	0.001094169939
714	1	0.001094169939
715	1	0.001094169939
716	1	0.001094169939
717	1	0.001094169939
718	1	0.001094169939
719	1	0.001094169939
720	1	0.001094169939
721	1	0.001094169939
722	1	0.001094169939
723	1	0.001094169939
724	1	0.001094169939
725	1	0.001094169939
726	1	0.001094169939
727	1	0.001094169939
728	1	0.001094169939
729	1	0.001094169939
730	1	0.001094169939
731	1	0.001094169939
732	1	0.001094169939
733	1	0.001094169939
734	1	0.001094169939
735	1	0.001094169939
736	1	0.001094169939
737	1	0.001094169939
738	1	0.001094169939
739	1	0.001094169939
740	1	0.001094169939
741	1	0.001094169939
742	1	0.001094169939
743	1	0.001094169939
744	1	0.001094169939
745	1	0.001094169939
746	1	0.001094169939
747	1	0.001094169939
748	1	0.001094169939
749	1	0.001094169939
750	1	0.001094169939
751	1	0.001094169939
752	1	0.001094169939
753	1	0.001094169939
754	1	0.001094169939
755	1	0.001094169939
756	1	0.001094169939
757	1	0.001094169939
758	1	0.001094169939
759	1	0.001094169939
760	1	0.001094169939
761	1	0.001094169939
762	1	0.001094169939
763	1	0.001094169939
764	1	0.001094169939
765	1	0.001094169939
766	1	0.001094169939
767	1	0.001094169939
768	1	0.001094169939
769	1	0.001094169939
770	1	0.001094169939
771	1	0.001094169939
772	1	0.001094169939
773	1	0.001094169939
774	1	0.001094169939
775	1	0.001094169939
776	1	0.001094169939
777	1	0.001094169939
778	1	0.001094169939
779	1	0.001094169939
780	1	0.001094169939
781	1	0.001094169939
782	1	0.001094169939
783	1	0.001094169939
784	1	0.001094169939
785	1	0.001094169939
786	1	0.001094169939
787	1	0.001094169939
788	1	0.001094169939
789	1	0.001094169939
790	1	0.001094169939
791	1	0.001094169939
792	1	0.001094169939
793	1	0.001094169939
794	1	0.001094169939
795	1	0.001094169939
796	1	0.001094169939
797	1	0.001094169939
798	1	0.001094169939
799	1	0.001094169939
800	1	0.001094169939
801	1	0.001094169939
802	1	0.001094169939
803	1	0.001094169939
804	1	0.001094169939
805	1	0.001094169939
806	1	0.001094169939
807	1	0.001094169939
808	1	0.001094169939
809	1	0.001094169939
810	1	0.001094169939
811	1	0.001094169939
812	1	0.001094169939
813	1	0.001094169939
814	1	0.001094169939
815	1	0.001094169939
816	1	0.001094169939
817	1	0.001094169939
818	1	0.001094169939
819	1	0.001094169939
820	1	0.001094169939
821	1	0.001094169939
822	1	0.001094169939
823	1	0.001094169939
824	1	0.001094169939
825	1	0.001094169939
826	1	0.001094169939
827	1	0.001094169939
828	1	0.001094169939
829	1	0.001094169939
830	1	0.001094169939
831	1	0.001094169939
832	1	0.001094169939
833	1	0.001094169939
834	1	0.001094169939
835	1	0.001094169939
836	1	0.001094169939
837	1	0.001094169939
838	1	0.001094169939
839	1	0.001094169939
840	1	0.001094169939
841	1	0.001094169939
842	1	0.001094169939
843	1	0.001094169939
844	1	0.001094169939
845	1	0.001094169939
846	1	0.001094169939
847	1	0.001094169939
848	1	0.001094169939
849	1	0.001094169939
850	1	0.001094169939
851	1	0.001094169939
852	1	0.001094169939
853	1	0.001094169939
854	1	0.001094169939
855	1	0.001094169939
856	1	0.001094169939
857	1	0.001094169939
858	1	0.001094169939
859	1	0.001094169939
860	1	0.001094169939
861	1	0.001094169939
862	1	0.001094169939
863	1	0.001094169939
864	1	0.001094169939
865	1	0.001094169939
866	1	0.001094169939
867	1	0.001094169939
868	1	0.001094169939
869	1	0.001094169939
870	1	0.001094169939
871	1	0.001094169939
872	1	0.001094169939
873	1	0.001094169939
874	1	0.001094169939
875	1	0.001094169939
876	1	0.001094169939
877	1	0.001094169939
878	1	0.001094169939
879	1	0.001094169939
880	1	0.001094169939
881	1	0.001094169939
882	1	0.001094169939
883	1	0.001094169939
884	1	0.001094169939
885	1	0.001094169939
886	1	0.001094169939
887	1	0.001094169939
888	1	0.001094169939
889	1	0.001094169939
890	1	0.001094169939
891	1	0.001094169939
892	1	0.001094169939
893	1	0.001094169939
894	1	0.001094169939
895	1	0.001094169939
896	1	0.001094169939
897	1	0.001094169939
898	1	0.001094169939
